game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season,season_start,opp_team_id,opp_pts,point_margin,spread,price,moneyline_price
21600745,2017-02-02,GSW @ LAC,1610612746,t,L,31.0,19.0,0.62,40.0,80.0,0.5,10.0,25.0,0.4,30.0,39.0,9.0,28.0,37,24.0,7.0,7.0,15.0,18.0,120,1610612744,2016,Regular Season,2016-17,2016,1610612744,133,-13,-7.5,-101.0,292.0
21600739,2017-02-01,PHX vs. LAC,1610612746,f,W,31.0,18.0,0.633,44.0,85.0,0.518,5.0,19.0,0.263,31.0,38.0,8.0,38.0,46,20.0,9.0,8.0,10.0,28.0,124,1610612756,2016,Regular Season,2016-17,2016,1610612756,114,10,2.5,-100.0,-130.0
21600675,2017-01-24,PHI vs. LAC,1610612746,f,L,30.0,17.0,0.638,33.0,71.0,0.465,18.0,34.0,0.529,26.0,41.0,11.0,35.0,46,17.0,4.0,1.0,17.0,22.0,110,1610612755,2016,Regular Season,2016-17,2016,1610612755,121,-11,4.5,-100.0,-180.0
21600667,2017-01-23,ATL vs. LAC,1610612746,f,W,30.0,16.0,0.652,42.0,84.0,0.5,14.0,24.0,0.583,17.0,22.0,10.0,36.0,46,23.0,4.0,8.0,11.0,19.0,115,1610612737,2016,Regular Season,2016-17,2016,1610612737,105,10,-7.0,102.0,273.0
21600601,2017-01-14,LAL @ LAC,1610612746,t,W,28.0,14.0,0.667,48.0,92.0,0.522,10.0,28.0,0.357,7.0,8.0,7.0,35.0,42,28.0,6.0,6.0,7.0,24.0,113,1610612747,2016,Regular Season,2016-17,2016,1610612747,97,16,11.5,-100.0,-650.0
21600519,2017-01-02,PHX @ LAC,1610612746,t,W,23.0,14.0,0.622,37.0,80.0,0.463,7.0,16.0,0.438,28.0,38.0,12.0,39.0,51,17.0,1.0,11.0,19.0,21.0,109,1610612756,2016,Regular Season,2016-17,2016,1610612756,98,11,4.5,-104.0,-185.0
21401203,2015-04-13,DET @ CLE,1610612739,t,W,52.0,29.0,0.642,43.0,85.0,0.506,17.0,32.0,0.531,6.0,12.0,13.0,32.0,45,30.0,5.0,7.0,10.0,19.0,109,1610612765,2014,Regular Season,2014-15,2014,1610612765,97,12,8.0,-103.0,-353.0
21401178,2015-04-10,BOS @ CLE,1610612739,t,L,51.0,28.0,0.646,32.0,77.0,0.416,9.0,34.0,0.265,17.0,25.0,12.0,30.0,42,25.0,4.0,2.0,20.0,21.0,90,1610612738,2014,Regular Season,2014-15,2014,1610612738,99,-9,6.0,-107.0,-242.0
21401148,2015-04-05,CHI @ CLE,1610612739,t,W,50.0,27.0,0.649,35.0,83.0,0.422,16.0,37.0,0.432,13.0,22.0,10.0,30.0,40,24.0,9.0,4.0,10.0,17.0,99,1610612741,2014,Regular Season,2014-15,2014,1610612741,94,5,8.0,-109.0,-414.0
21401023,2015-03-20,IND @ CLE,1610612739,t,W,45.0,26.0,0.634,35.0,82.0,0.427,9.0,26.0,0.346,16.0,21.0,11.0,34.0,45,18.0,4.0,6.0,9.0,16.0,95,1610612754,2014,Regular Season,2014-15,2014,1610612754,92,3,10.5,102.0,-575.0
21401005,2015-03-18,BKN @ CLE,1610612739,t,W,44.0,26.0,0.629,45.0,82.0,0.549,15.0,29.0,0.517,12.0,20.0,11.0,32.0,43,32.0,2.0,3.0,11.0,17.0,117,1610612751,2014,Regular Season,2014-15,2014,1610612751,92,25,12.0,-105.0,-850.0
21400995,2015-03-16,MIA vs. CLE,1610612739,f,L,43.0,26.0,0.623,30.0,79.0,0.38,11.0,33.0,0.333,21.0,27.0,7.0,25.0,32,17.0,8.0,4.0,14.0,21.0,92,1610612748,2014,Regular Season,2014-15,2014,1610612748,106,-14,5.5,-105.0,-226.0
21400370,2014-12-17,ATL @ CLE,1610612739,t,L,14.0,10.0,0.583,37.0,82.0,0.451,8.0,30.0,0.267,16.0,21.0,10.0,23.0,33,24.0,3.0,0.0,8.0,17.0,98,1610612737,2014,Regular Season,2014-15,2014,1610612737,127,-29,6.5,-113.0,-300.0
21400326,2014-12-11,OKC vs. CLE,1610612739,f,L,13.0,8.0,0.619,31.0,85.0,0.365,9.0,28.0,0.321,23.0,30.0,15.0,33.0,48,20.0,5.0,4.0,14.0,20.0,94,1610612760,2014,Regular Season,2014-15,2014,1610612760,103,-9,-7.5,-102.0,281.0
21400316,2014-12-10,CHA vs. BOS,1610612738,f,L,7.0,13.0,0.35,38.0,87.0,0.437,5.0,23.0,0.217,6.0,10.0,6.0,39.0,45,26.0,3.0,1.0,14.0,27.0,87,1610612766,2014,Regular Season,2014-15,2014,1610612766,96,-9,-3.0,102.0,137.0
21400406,2014-12-21,PHX @ WAS,1610612764,t,L,19.0,7.0,0.731,34.0,83.0,0.41,3.0,14.0,0.214,21.0,29.0,15.0,27.0,42,11.0,11.0,4.0,11.0,23.0,92,1610612756,2014,Regular Season,2014-15,2014,1610612756,104,-12,5.5,-102.0,-224.0
21400363,2014-12-16,MIN @ WAS,1610612764,t,W,18.0,6.0,0.75,43.0,86.0,0.5,10.0,17.0,0.588,13.0,18.0,10.0,36.0,46,29.0,7.0,8.0,10.0,25.0,109,1610612750,2014,Regular Season,2014-15,2014,1610612750,95,14,12.0,-109.0,-1050.0
21400243,2014-11-30,GSW @ DET,1610612765,t,L,3.0,14.0,0.176,33.0,91.0,0.363,11.0,23.0,0.478,16.0,24.0,15.0,29.0,44,25.0,11.0,5.0,13.0,20.0,93,1610612744,2014,Regular Season,2014-15,2014,1610612744,104,-11,-8.5,-105.0,369.0
21400126,2014-11-14,NYK vs. UTA,1610612762,f,W,4.0,6.0,0.4,36.0,70.0,0.514,10.0,22.0,0.455,20.0,25.0,11.0,28.0,39,25.0,6.0,8.0,18.0,20.0,102,1610612752,2014,Regular Season,2014-15,2014,1610612752,100,2,-3.5,-102.0,147.0
21400110,2014-11-12,ATL vs. UTA,1610612762,f,L,3.0,6.0,0.333,43.0,86.0,0.5,5.0,23.0,0.217,6.0,12.0,8.0,22.0,30,28.0,12.0,8.0,11.0,17.0,97,1610612737,2014,Regular Season,2014-15,2014,1610612737,100,-3,-7.0,-104.0,264.0
21400099,2014-11-10,IND vs. UTA,1610612762,f,L,3.0,5.0,0.375,32.0,74.0,0.432,6.0,21.0,0.286,16.0,21.0,5.0,32.0,37,18.0,5.0,6.0,11.0,18.0,86,1610612754,2014,Regular Season,2014-15,2014,1610612754,97,-11,-3.0,-105.0,132.0
21400052,2014-11-04,TOR vs. OKC,1610612760,f,L,1.0,4.0,0.2,34.0,65.0,0.523,6.0,21.0,0.286,14.0,25.0,6.0,35.0,41,23.0,4.0,3.0,19.0,27.0,88,1610612761,2014,Regular Season,2014-15,2014,1610612761,100,-12,-11.5,-110.0,587.0
21401207,2015-04-13,MIA vs. ORL,1610612753,f,L,25.0,56.0,0.309,35.0,85.0,0.412,6.0,21.0,0.286,17.0,28.0,11.0,30.0,41,14.0,10.0,4.0,8.0,23.0,93,1610612748,2014,Regular Season,2014-15,2014,1610612748,100,-7,-6.0,-105.0,222.0
21401143,2015-04-04,MIL vs. ORL,1610612753,f,W,24.0,53.0,0.312,40.0,86.0,0.465,8.0,21.0,0.381,9.0,13.0,12.0,33.0,45,23.0,7.0,10.0,12.0,13.0,97,1610612749,2014,Regular Season,2014-15,2014,1610612749,90,7,-9.0,-108.0,370.0
21401012,2015-03-18,DAL vs. ORL,1610612753,f,L,21.0,49.0,0.3,40.0,87.0,0.46,9.0,28.0,0.321,13.0,14.0,11.0,30.0,41,28.0,12.0,5.0,18.0,24.0,102,1610612742,2014,Regular Season,2014-15,2014,1610612742,107,-5,-12.5,-106.0,816.0
21401108,2015-03-31,BKN vs. IND,1610612754,f,L,32.0,42.0,0.432,37.0,82.0,0.451,12.0,23.0,0.522,20.0,24.0,6.0,31.0,37,23.0,3.0,6.0,10.0,22.0,106,1610612751,2014,Regular Season,2014-15,2014,1610612751,111,-5,1.0,-106.0,-111.0
21401023,2015-03-20,CLE vs. IND,1610612754,f,L,30.0,38.0,0.441,36.0,84.0,0.429,8.0,20.0,0.4,12.0,13.0,9.0,33.0,42,23.0,5.0,6.0,8.0,20.0,92,1610612739,2014,Regular Season,2014-15,2014,1610612739,95,-3,-10.5,-113.0,480.0
21400976,2015-03-14,BOS @ IND,1610612754,t,L,30.0,35.0,0.462,34.0,85.0,0.4,9.0,24.0,0.375,12.0,15.0,9.0,33.0,42,16.0,4.0,3.0,14.0,23.0,89,1610612738,2014,Regular Season,2014-15,2014,1610612738,93,-4,8.5,-110.0,-409.0
21401005,2015-03-18,CLE vs. BKN,1610612751,f,L,27.0,39.0,0.409,36.0,80.0,0.45,5.0,20.0,0.25,15.0,21.0,8.0,24.0,32,23.0,7.0,5.0,11.0,19.0,92,1610612739,2014,Regular Season,2014-15,2014,1610612739,117,-25,-12.0,-105.0,671.0
21400994,2015-03-16,MIN vs. BKN,1610612751,f,W,27.0,38.0,0.415,52.0,90.0,0.578,5.0,13.0,0.385,13.0,17.0,13.0,30.0,43,21.0,8.0,2.0,14.0,15.0,122,1610612750,2014,Regular Season,2014-15,2014,1610612750,106,16,4.5,-105.0,-182.0
21400978,2015-03-14,PHI vs. BKN,1610612751,f,W,26.0,38.0,0.406,37.0,84.0,0.44,2.0,17.0,0.118,18.0,26.0,7.0,38.0,45,20.0,9.0,5.0,16.0,16.0,94,1610612755,2014,Regular Season,2014-15,2014,1610612755,87,7,6.5,-105.0,-265.0
21400788,2015-02-11,ORL vs. NYK,1610612752,f,L,10.0,43.0,0.189,25.0,73.0,0.342,5.0,15.0,0.333,28.0,36.0,8.0,31.0,39,19.0,7.0,4.0,12.0,21.0,83,1610612753,2014,Regular Season,2014-15,2014,1610612753,89,-6,-6.0,100.0,219.0
21400728,2015-02-03,BOS @ NYK,1610612752,t,L,10.0,39.0,0.204,41.0,83.0,0.494,7.0,20.0,0.35,8.0,11.0,12.0,23.0,35,22.0,7.0,2.0,13.0,18.0,97,1610612738,2014,Regular Season,2014-15,2014,1610612738,108,-11,-1.0,-110.0,-105.0
21400694,2015-01-29,IND vs. NYK,1610612752,f,L,9.0,38.0,0.191,34.0,81.0,0.42,5.0,16.0,0.313,9.0,13.0,6.0,27.0,33,22.0,3.0,6.0,10.0,18.0,82,1610612754,2014,Regular Season,2014-15,2014,1610612754,103,-21,-8.0,-108.0,293.0
21400652,2015-01-24,CHA vs. NYK,1610612752,f,L,8.0,37.0,0.178,28.0,79.0,0.354,6.0,15.0,0.4,9.0,18.0,14.0,40.0,54,20.0,4.0,6.0,14.0,28.0,71,1610612766,2014,Regular Season,2014-15,2014,1610612766,76,-5,-9.0,-102.0,365.0
21400798,2015-02-11,LAL @ POR,1610612757,t,W,36.0,17.0,0.679,35.0,86.0,0.407,10.0,30.0,0.333,22.0,23.0,15.0,37.0,52,27.0,5.0,5.0,10.0,11.0,102,1610612747,2014,Regular Season,2014-15,2014,1610612747,86,16,14.0,-108.0,-1650.0
21400729,2015-02-03,UTA @ POR,1610612757,t,W,33.0,16.0,0.673,36.0,76.0,0.474,7.0,23.0,0.304,24.0,34.0,12.0,33.0,45,18.0,8.0,6.0,14.0,20.0,103,1610612762,2014,Regular Season,2014-15,2014,1610612762,102,1,8.5,-102.0,-395.0
21400712,2015-01-31,MIL vs. POR,1610612757,f,L,32.0,16.0,0.667,33.0,89.0,0.371,9.0,31.0,0.29,13.0,18.0,11.0,33.0,44,19.0,11.0,3.0,16.0,15.0,88,1610612749,2014,Regular Season,2014-15,2014,1610612749,95,-7,2.0,-101.0,-121.0
21400681,2015-01-28,CLE vs. POR,1610612757,f,L,32.0,14.0,0.696,35.0,80.0,0.438,10.0,31.0,0.323,14.0,17.0,11.0,28.0,39,18.0,5.0,5.0,8.0,20.0,94,1610612739,2014,Regular Season,2014-15,2014,1610612739,99,-5,-2.5,-105.0,125.0
21400634,2015-01-21,PHX vs. POR,1610612757,f,L,31.0,12.0,0.721,39.0,87.0,0.448,13.0,32.0,0.406,22.0,28.0,10.0,34.0,44,21.0,8.0,4.0,14.0,18.0,113,1610612756,2014,Regular Season,2014-15,2014,1610612756,118,-5,-7.5,-110.0,281.0
21400627,2015-01-21,NYK @ PHI,1610612755,t,L,8.0,34.0,0.19,29.0,79.0,0.367,8.0,23.0,0.348,25.0,32.0,15.0,28.0,43,20.0,7.0,13.0,14.0,19.0,91,1610612752,2014,Regular Season,2014-15,2014,1610612752,98,-7,-3.0,-102.0,136.0
21400524,2015-01-07,MIL @ PHI,1610612755,t,L,5.0,29.0,0.147,25.0,83.0,0.301,2.0,25.0,0.08,25.0,29.0,15.0,29.0,44,14.0,11.0,6.0,24.0,19.0,77,1610612749,2014,Regular Season,2014-15,2014,1610612749,97,-20,-6.5,-107.0,240.0
21400491,2015-01-02,PHX vs. PHI,1610612755,f,L,4.0,27.0,0.129,37.0,87.0,0.425,7.0,26.0,0.269,15.0,25.0,16.0,25.0,41,20.0,12.0,7.0,16.0,15.0,96,1610612756,2014,Regular Season,2014-15,2014,1610612756,112,-16,-13.5,100.0,1125.0
21401181,2015-04-10,HOU vs. SAS,1610612759,f,W,54.0,26.0,0.675,41.0,85.0,0.482,4.0,17.0,0.235,18.0,24.0,13.0,27.0,40,23.0,12.0,3.0,15.0,35.0,104,1610612745,2014,Regular Season,2014-15,2014,1610612745,103,1,3.5,-109.0,-164.0
21401168,2015-04-08,HOU @ SAS,1610612759,t,W,53.0,26.0,0.671,48.0,95.0,0.505,7.0,21.0,0.333,7.0,9.0,13.0,34.0,47,21.0,11.0,7.0,9.0,13.0,110,1610612745,2014,Regular Season,2014-15,2014,1610612745,98,12,6.5,-105.0,-255.0
21401067,2015-03-25,LAL @ MIN,1610612750,t,L,16.0,55.0,0.225,33.0,78.0,0.423,6.0,22.0,0.273,27.0,30.0,9.0,31.0,40,14.0,8.0,5.0,17.0,16.0,99,1610612747,2014,Regular Season,2014-15,2014,1610612747,101,-2,1.0,-104.0,-109.0
21400994,2015-03-16,BKN @ MIN,1610612750,t,L,14.0,52.0,0.212,41.0,88.0,0.466,9.0,15.0,0.6,15.0,17.0,13.0,23.0,36,27.0,6.0,7.0,16.0,15.0,106,1610612751,2014,Regular Season,2014-15,2014,1610612751,122,-16,-4.5,-105.0,164.0
21401125,2015-04-02,HOU @ DAL,1610612742,t,L,46.0,30.0,0.605,37.0,84.0,0.44,8.0,26.0,0.308,19.0,27.0,9.0,32.0,41,23.0,6.0,5.0,13.0,29.0,101,1610612745,2014,Regular Season,2014-15,2014,1610612745,108,-7,2.5,100.0,-129.0
21401069,2015-03-25,PHI @ DEN,1610612743,t,L,27.0,45.0,0.375,29.0,84.0,0.345,8.0,29.0,0.276,19.0,27.0,13.0,36.0,49,13.0,8.0,4.0,16.0,22.0,85,1610612755,2014,Regular Season,2014-15,2014,1610612755,99,-14,11.5,102.0,-725.0
21401024,2015-03-20,MIA vs. DEN,1610612743,f,L,26.0,44.0,0.371,37.0,79.0,0.468,7.0,27.0,0.259,10.0,19.0,10.0,25.0,35,21.0,11.0,7.0,16.0,20.0,91,1610612748,2014,Regular Season,2014-15,2014,1610612748,108,-17,-7.5,-105.0,292.0
21401123,2015-04-01,LAL vs. NOP,1610612740,f,W,40.0,34.0,0.541,44.0,78.0,0.564,9.0,16.0,0.563,16.0,21.0,9.0,31.0,40,31.0,3.0,7.0,6.0,18.0,113,1610612747,2014,Regular Season,2014-15,2014,1610612747,92,21,9.5,-104.0,-515.0
21401083,2015-03-27,SAC @ NOP,1610612740,t,W,38.0,34.0,0.528,43.0,84.0,0.512,9.0,20.0,0.45,7.0,12.0,12.0,35.0,47,25.0,5.0,9.0,12.0,16.0,102,1610612758,2014,Regular Season,2014-15,2014,1610612758,88,14,6.5,-107.0,-270.0
21401068,2015-03-25,HOU @ NOP,1610612740,t,L,37.0,34.0,0.521,34.0,75.0,0.453,5.0,15.0,0.333,20.0,32.0,12.0,25.0,37,20.0,8.0,9.0,13.0,16.0,93,1610612745,2014,Regular Season,2014-15,2014,1610612745,95,-2,1.0,-105.0,-110.0
21401040,2015-03-22,LAC vs. NOP,1610612740,f,L,37.0,33.0,0.529,38.0,75.0,0.507,12.0,22.0,0.545,12.0,16.0,9.0,32.0,41,21.0,7.0,4.0,18.0,21.0,100,1610612746,2014,Regular Season,2014-15,2014,1610612746,107,-7,-10.0,102.0,498.0
21401003,2015-03-17,MIL @ NOP,1610612740,t,W,37.0,30.0,0.552,29.0,83.0,0.349,8.0,25.0,0.32,19.0,26.0,10.0,40.0,50,26.0,6.0,6.0,13.0,20.0,85,1610612749,2014,Regular Season,2014-15,2014,1610612749,84,1,7.0,-105.0,-300.0
21400972,2015-03-13,DAL vs. LAC,1610612746,f,L,42.0,24.0,0.636,41.0,82.0,0.5,12.0,32.0,0.375,5.0,12.0,11.0,21.0,32,27.0,9.0,2.0,15.0,17.0,99,1610612742,2014,Regular Season,2014-15,2014,1610612742,129,-30,-2.5,-113.0,119.0
21400888,2015-03-02,MIN vs. LAC,1610612746,f,W,40.0,21.0,0.656,44.0,92.0,0.478,12.0,33.0,0.364,10.0,19.0,9.0,34.0,43,24.0,7.0,3.0,11.0,26.0,110,1610612750,2014,Regular Season,2014-15,2014,1610612750,105,5,6.5,-105.0,-250.0
21400293,2014-12-06,NOP @ LAC,1610612746,t,W,14.0,5.0,0.737,43.0,78.0,0.551,17.0,32.0,0.531,17.0,24.0,6.0,32.0,38,34.0,7.0,6.0,7.0,20.0,120,1610612740,2014,Regular Season,2014-15,2014,1610612740,100,20,9.0,-105.0,-475.0
21400272,2014-12-03,ORL @ LAC,1610612746,t,W,13.0,5.0,0.722,42.0,78.0,0.538,12.0,31.0,0.387,18.0,25.0,6.0,38.0,44,32.0,11.0,6.0,17.0,17.0,114,1610612753,2014,Regular Season,2014-15,2014,1610612753,86,28,15.0,-104.0,-2487.0
21400193,2014-11-23,MEM vs. LAC,1610612746,f,L,7.0,5.0,0.583,32.0,77.0,0.416,7.0,25.0,0.28,20.0,28.0,5.0,27.0,32,14.0,10.0,1.0,10.0,27.0,91,1610612763,2014,Regular Season,2014-15,2014,1610612763,107,-16,-2.0,-101.0,120.0
21400161,2014-11-19,ORL vs. LAC,1610612746,f,W,6.0,4.0,0.6,45.0,84.0,0.536,12.0,21.0,0.571,12.0,16.0,2.0,37.0,39,24.0,8.0,9.0,7.0,19.0,114,1610612753,2014,Regular Season,2014-15,2014,1610612753,90,24,5.0,-105.0,-200.0
21400102,2014-11-10,SAS @ LAC,1610612746,t,L,4.0,3.0,0.571,33.0,74.0,0.446,5.0,22.0,0.227,14.0,17.0,8.0,36.0,44,26.0,6.0,8.0,15.0,20.0,85,1610612759,2014,Regular Season,2014-15,2014,1610612759,89,-4,1.5,-115.0,-128.0
21400082,2014-11-08,POR @ LAC,1610612746,t,W,4.0,2.0,0.667,40.0,81.0,0.494,5.0,12.0,0.417,21.0,30.0,8.0,29.0,37,17.0,8.0,4.0,7.0,19.0,106,1610612757,2014,Regular Season,2014-15,2014,1610612757,102,4,4.5,-107.0,-185.0
41400165,2015-04-28,SAS @ LAC,1610612746,t,L,2.0,3.0,0.4,40.0,86.0,0.465,1.0,14.0,0.071,26.0,42.0,11.0,35.0,46,22.0,11.0,5.0,12.0,27.0,107,1610612759,2014,Playoffs,2014-15,2014,1610612759,111,-4,2.5,-108.0,-140.0
41400164,2015-04-26,SAS vs. LAC,1610612746,f,W,2.0,2.0,0.5,45.0,84.0,0.536,5.0,18.0,0.278,19.0,26.0,6.0,37.0,43,24.0,7.0,6.0,9.0,24.0,114,1610612759,2014,Playoffs,2014-15,2014,1610612759,105,9,-6.0,-105.0,216.0
41400163,2015-04-24,SAS vs. LAC,1610612746,f,L,1.0,2.0,0.333,29.0,85.0,0.341,6.0,23.0,0.261,9.0,12.0,10.0,28.0,38,14.0,7.0,4.0,14.0,15.0,73,1610612759,2014,Playoffs,2014-15,2014,1610612759,100,-27,-5.0,-105.0,181.0
21401230,2015-04-15,SAC @ LAL,1610612747,t,L,21.0,61.0,0.256,36.0,94.0,0.383,7.0,24.0,0.292,20.0,25.0,16.0,30.0,46,22.0,6.0,8.0,14.0,28.0,99,1610612758,2014,Regular Season,2014-15,2014,1610612758,122,-23,3.0,-110.0,-156.0
21401159,2015-04-07,LAC vs. LAL,1610612747,f,L,20.0,57.0,0.26,35.0,84.0,0.417,9.0,25.0,0.36,21.0,27.0,8.0,35.0,43,24.0,2.0,1.0,11.0,25.0,100,1610612746,2014,Regular Season,2014-15,2014,1610612746,105,-5,-17.0,-110.0,2500.0
41700232,2018-05-01,GSW vs. NOP,1610612740,f,L,0.0,2.0,0.0,48.0,105.0,0.457,13.0,37.0,0.351,7.0,9.0,10.0,36.0,46,33.0,12.0,5.0,13.0,19.0,116,1610612744,2017,Playoffs,2017-18,2017,1610612744,121,-5,-11.0,-104.0,577.0
21400999,2015-03-16,LAL @ GSW,1610612744,t,W,53.0,13.0,0.803,40.0,84.0,0.476,7.0,27.0,0.259,21.0,23.0,7.0,30.0,37,28.0,16.0,7.0,14.0,21.0,108,1610612747,2014,Regular Season,2014-15,2014,1610612747,105,3,18.0,-110.0,-6000.0
21400431,2014-12-25,LAC vs. GSW,1610612744,f,L,23.0,5.0,0.821,34.0,80.0,0.425,6.0,28.0,0.214,12.0,22.0,8.0,36.0,44,24.0,11.0,4.0,16.0,21.0,86,1610612746,2014,Regular Season,2014-15,2014,1610612746,100,-14,-2.0,-102.0,116.0
21400340,2014-12-13,DAL vs. GSW,1610612744,f,W,20.0,2.0,0.909,37.0,83.0,0.446,10.0,32.0,0.313,21.0,27.0,9.0,36.0,45,21.0,7.0,7.0,13.0,24.0,105,1610612742,2014,Regular Season,2014-15,2014,1610612742,98,7,-1.0,-105.0,100.0
21400305,2014-12-08,MIN vs. GSW,1610612744,f,W,18.0,2.0,0.9,42.0,91.0,0.462,5.0,22.0,0.227,13.0,14.0,15.0,36.0,51,24.0,15.0,6.0,17.0,18.0,102,1610612750,2014,Regular Season,2014-15,2014,1610612750,86,16,14.5,102.0,-2500.0
21401068,2015-03-25,NOP vs. HOU,1610612745,f,W,48.0,23.0,0.676,40.0,81.0,0.494,6.0,22.0,0.273,9.0,12.0,12.0,31.0,43,29.0,7.0,4.0,18.0,22.0,95,1610612740,2014,Regular Season,2014-15,2014,1610612740,93,2,-1.0,-105.0,100.0
21400917,2015-03-06,DET @ HOU,1610612745,t,W,42.0,20.0,0.677,38.0,91.0,0.418,6.0,28.0,0.214,21.0,25.0,13.0,42.0,55,23.0,6.0,6.0,19.0,16.0,103,1610612765,2014,Regular Season,2014-15,2014,1610612765,93,10,7.5,-106.0,-325.0
21400043,2014-11-03,PHI vs. HOU,1610612745,f,W,4.0,0.0,1.0,32.0,75.0,0.427,16.0,34.0,0.471,24.0,30.0,13.0,34.0,47,27.0,12.0,6.0,21.0,20.0,104,1610612755,2014,Regular Season,2014-15,2014,1610612755,93,11,11.5,-101.0,-777.0
21400034,2014-11-01,BOS @ HOU,1610612745,t,W,3.0,0.0,1.0,32.0,76.0,0.421,12.0,34.0,0.353,28.0,40.0,10.0,39.0,49,20.0,9.0,8.0,17.0,24.0,104,1610612738,2014,Regular Season,2014-15,2014,1610612738,90,14,7.0,-110.0,-305.0
21400716,2015-02-01,BOS vs. MIA,1610612748,f,W,21.0,26.0,0.447,32.0,77.0,0.416,4.0,21.0,0.19,15.0,21.0,10.0,36.0,46,18.0,7.0,9.0,16.0,18.0,83,1610612738,2014,Regular Season,2014-15,2014,1610612738,75,8,-3.5,-110.0,144.0
21401003,2015-03-17,NOP vs. MIL,1610612749,f,L,34.0,33.0,0.507,32.0,86.0,0.372,4.0,20.0,0.2,16.0,21.0,9.0,40.0,49,20.0,4.0,12.0,10.0,22.0,84,1610612740,2014,Regular Season,2014-15,2014,1610612740,85,-1,-7.0,-105.0,264.0
21400143,2014-11-16,MIA vs. MIL,1610612749,f,W,5.0,5.0,0.5,35.0,74.0,0.473,5.0,18.0,0.278,16.0,26.0,5.0,35.0,40,16.0,11.0,1.0,16.0,24.0,91,1610612748,2014,Regular Season,2014-15,2014,1610612748,84,7,-5.0,-107.0,180.0
41500104,2016-04-24,DET vs. CLE,1610612739,f,W,4.0,0.0,1.0,36.0,86.0,0.419,13.0,36.0,0.361,15.0,17.0,10.0,31.0,41,16.0,6.0,1.0,5.0,22.0,100,1610612765,2015,Playoffs,2015-16,2015,1610612765,98,2,6.5,-102.0,-246.0
41500101,2016-04-17,DET @ CLE,1610612739,t,W,1.0,0.0,1.0,39.0,88.0,0.443,12.0,35.0,0.343,16.0,21.0,12.0,28.0,40,25.0,7.0,4.0,4.0,18.0,106,1610612765,2015,Playoffs,2015-16,2015,1610612765,101,5,11.0,-110.0,-777.0
21501188,2016-04-09,BOS @ ATL,1610612737,t,W,48.0,32.0,0.6,46.0,88.0,0.523,17.0,33.0,0.515,9.0,11.0,5.0,39.0,44,31.0,10.0,10.0,17.0,22.0,118,1610612738,2015,Regular Season,2015-16,2015,1610612738,107,11,5.5,-105.0,-213.0
21500599,2016-01-15,MIL vs. ATL,1610612737,f,L,23.0,17.0,0.575,43.0,100.0,0.43,9.0,30.0,0.3,6.0,6.0,7.0,36.0,43,29.0,5.0,9.0,17.0,25.0,101,1610612749,2015,Regular Season,2015-16,2015,1610612749,108,-7,4.5,-108.0,-185.0
21500459,2015-12-28,IND vs. ATL,1610612737,f,L,20.0,13.0,0.606,31.0,74.0,0.419,6.0,25.0,0.24,19.0,25.0,8.0,36.0,44,16.0,9.0,6.0,20.0,16.0,87,1610612754,2015,Regular Season,2015-16,2015,1610612754,93,-6,-1.5,-104.0,107.0
21500429,2015-12-23,DET @ ATL,1610612737,t,W,19.0,12.0,0.613,43.0,89.0,0.483,6.0,20.0,0.3,15.0,20.0,10.0,32.0,42,25.0,8.0,4.0,13.0,25.0,107,1610612765,2015,Regular Season,2015-16,2015,1610612765,100,7,7.0,-109.0,-307.0
21500407,2015-12-20,ORL vs. ATL,1610612737,f,W,17.0,12.0,0.586,39.0,78.0,0.5,11.0,22.0,0.5,14.0,20.0,8.0,33.0,41,25.0,6.0,7.0,19.0,21.0,103,1610612753,2015,Regular Season,2015-16,2015,1610612753,100,3,1.5,-102.0,-113.0
41500131,2016-04-16,BOS @ ATL,1610612737,t,W,1.0,0.0,1.0,35.0,86.0,0.407,5.0,26.0,0.192,27.0,35.0,13.0,40.0,53,23.0,4.0,9.0,11.0,20.0,102,1610612738,2015,Playoffs,2015-16,2015,1610612738,101,1,5.5,-108.0,-224.0
21501205,2016-04-11,CHA @ BOS,1610612738,t,L,47.0,34.0,0.58,34.0,89.0,0.382,8.0,24.0,0.333,24.0,29.0,13.0,33.0,46,17.0,6.0,1.0,12.0,17.0,100,1610612766,2015,Regular Season,2015-16,2015,1610612766,114,-14,6.5,-105.0,-280.0
21501188,2016-04-09,ATL vs. BOS,1610612738,f,L,47.0,33.0,0.588,40.0,90.0,0.444,11.0,28.0,0.393,16.0,24.0,10.0,30.0,40,26.0,10.0,6.0,15.0,21.0,107,1610612737,2015,Regular Season,2015-16,2015,1610612737,118,-11,-5.5,-105.0,191.0
21501168,2016-04-06,NOP @ BOS,1610612738,t,W,46.0,32.0,0.59,36.0,87.0,0.414,10.0,34.0,0.294,22.0,27.0,8.0,33.0,41,24.0,10.0,7.0,9.0,20.0,104,1610612740,2015,Regular Season,2015-16,2015,1610612740,97,7,14.5,100.0,-1995.0
